[0.70177047 0.71050464]	[2.79786618 3.26326458]
[0.14316626 0.84770038]	[3.39420296 4.17913256]
[0.44005671 0.79614642]	[0.70990912 4.07979087]
[0.61652321 0.87443929]	[2.30296807 5.39049644]
[0.4846692  0.47996621]	[1.69759831 4.70616912]
[0.34190938 0.68001498]	[3.11464187 1.98429875]
[0.94347901 0.66650409]	[2.13614969 5.71367546]
[0.56795639 0.23640573]	[1.43447452 2.08975499]
[0.82397505 0.75569518]	[1.24981891 5.54016719]
[0.63393763 0.13710343]	[0.51517946 2.21633201]
[0.63104466 0.68171975]	[1.33173704 4.84355908]
[0.57046138 0.3433671 ]	[1.03357641 4.60292641]
[0.87302089 0.96708471]	[2.84031197 5.94009663]
[0.09416374 0.21226841]	[0.92035241 1.520635  ]
[0.38608843 0.37713376]	[1.32272707 2.84415195]
[0.21585839 0.94301125]	[2.61435113 2.10915074]
[0.86623178 0.21810918]	[1.99604382 2.69602606]
[0.52778085 0.59407185]	[1.09217427 4.64855591]
[0.06431042 0.19075992]	[0.26600442 0.17234601]
[0.74787403 0.22280487]	[1.78633346 1.54242557]
[0.96625652 0.84232458]	[3.88418986 7.83867537]
[0.55422409 0.85051729]	[0.94612163 3.96168675]
[0.59001226 0.66488108]	[1.7967503  5.85968947]
[0.32073212 0.29331222]	[1.26291967 0.0228913 ]
[0.80571951 0.3673721 ]	[2.48399724 4.66843901]
[0.28032064 0.86298642]	[1.36742708 4.37999096]
[0.99458265 0.46085645]	[1.62310683 3.76548002]
[0.4549849  0.84713397]	[0.76565314 4.97498861]
[0.13055081 0.29948516]	[0.62881352 3.42917205]
[0.40789119 0.52416758]	[1.51464929 2.81323778]
[0.65311399 0.56588867]	[0.43154856 4.86834424]
[0.61915619 0.48325941]	[1.20622388 2.58893896]
[0.21389918 0.26264615]	[0.21524844 0.54100745]
[0.78850592 0.46007705]	[1.1996638  4.55251923]
[0.90437723 0.31774294]	[1.9764516  1.71166378]
[0.4170381  0.75216829]	[2.22578528 3.97450448]
[0.76267443 0.77224324]	[1.96959865 5.96341833]
[0.34476083 0.48385287]	[1.46928403 3.52464133]
[0.12125225 0.32303311]	[-0.47039167  1.83043119]
[0.24949233 0.52526888]	[1.16985831 3.20194734]
[0.19049312 0.68204777]	[1.30023867 2.24280199]
[0.89361036 0.97362543]	[1.96068302 6.62792807]
[0.6674768  0.34665669]	[0.01513501 2.19173128]
[0.7009046  0.53764086]	[1.41702694 4.02196499]
[0.61666355 0.6054725 ]	[2.17302527 4.24671398]
[0.56464452 0.1869327 ]	[0.06412325 1.41422739]
[0.7867197  0.41531063]	[1.83985681 4.18697677]
[0.45517206 0.79721977]	[2.61124511 3.74291167]
[0.03695035 0.8523037 ]	[2.28641764 4.28119952]
[0.99435392 0.93978852]	[2.42734993 6.5198126 ]
[0.84920854 0.31766209]	[1.28360051 3.90590158]
[0.95600258 0.10028288]	[0.15950284 1.40043231]
[0.69900221 0.16053914]	[1.11166323 3.07449055]
[0.10977936 0.50068497]	[2.74383726 3.30088992]
[0.10324639 0.03051039]	[ 0.56169062 -1.14282557]
[0.07219941 0.32472632]	[2.07215097 2.08596762]
[0.59006833 0.61148913]	[1.64525611 2.47374902]
[0.19617102 0.25035436]	[1.38489771 2.69178322]
[0.3882402  0.39799466]	[2.06559833 3.34814802]
[0.52594079 0.8860863 ]	[1.24370991 2.58825226]
[0.61939073 0.02398158]	[0.16979252 2.71901184]
[0.1823157  0.16485877]	[1.05381154 1.69882034]
[0.24529208 0.868713  ]	[1.84397955 3.9089254 ]
[0.12561478 0.95974822]	[2.78440439 5.05897161]
[0.95309592 0.47938163]	[2.2520018  2.41947088]
[0.84013352 0.57126532]	[2.36243946 4.42263445]
[0.82687125 0.64019729]	[1.05340075 5.54310126]
[0.22365556 0.21380743]	[2.59803488 1.31460099]
[0.18175609 0.34020478]	[0.98260195 2.73787844]
[0.90911654 0.72855281]	[3.88292591 5.26203623]
[0.20110421 0.46963157]	[0.89540662 4.0605315 ]
[0.31677297 0.8479835 ]	[1.29830038 4.69805345]
[0.8051376  0.03257278]	[2.38698127 0.88898546]
[0.4589932 0.0546865]	[0.58151505 0.83627935]
[0.68893309 0.83355338]	[3.31496251 6.29510466]
[0.30266641 0.12291732]	[-1.28336075  2.49075043]
[0.00533291 0.31914358]	[-0.99747048  2.3395088 ]
[0.31405504 0.61089433]	[3.08854677 3.433061  ]
[0.25131398 0.53787017]	[2.81714937 2.49789518]
[0.00176287 0.42370414]	[0.73699519 1.22686904]
[0.10601105 0.09845195]	[0.67652036 0.06425253]
[0.33434464 0.87597497]	[1.63202103 3.66144956]
[0.82721582 0.57516004]	[0.90274898 4.75866779]
[0.35081904 0.16644107]	[-0.27080483  2.36624253]
[0.80096089 0.00816616]	[2.6010681  1.98954869]
[0.0654953  0.78556808]	[2.57352362 4.22403223]
[0.48406778 0.00815852]	[ 0.83133516 -0.29395996]
[0.93793546 0.53711479]	[0.86223541 5.70692413]
[0.23951389 0.53882875]	[1.56854955 2.31907464]
[0.53998044 0.85525647]	[2.12345211 3.86298442]
[0.13506277 0.29729099]	[2.05348019 2.9725369 ]
[0.92825768 0.36725295]	[2.73857745 3.52961653]
[0.6052553  0.11623593]	[-0.78760787  4.96219661]
[0.50391328 0.28963044]	[0.72061563 2.79145756]
[0.65999648 0.12944189]	[1.81312861 0.69166433]
[0.23264637 0.26944465]	[2.26114321 1.74679721]
[0.20702303 0.28632012]	[0.20246437 1.6097998 ]
[0.39595035 0.6560513 ]	[2.21314427 2.91278521]
[0.81800618 0.36660954]	[1.57060958 2.71224395]
[0.99062027 0.56245778]	[1.19839459 5.51758271]
[0.07152928 0.96840142]	[3.01376382 5.08224442]
[0.67073178 0.02108612]	[1.40137607 4.67552064]
[0.33163313 0.42624465]	[1.27484622 4.36303166]
[0.16145579 0.12919196]	[-0.02661648  0.46170193]
[0.00908002 0.83221381]	[1.9388815 4.6940333]
[0.25444961 0.19628837]	[-0.0648349   0.60445617]
[0.95223497 0.78559298]	[1.45166771 7.12381744]
[0.78551429 0.92678803]	[1.78239947 7.75352836]
[0.66336981 0.85189472]	[1.54577318 6.07287435]
[0.25971524 0.92206648]	[2.07406352 5.48376423]
[0.15871032 0.89242078]	[2.47300962 4.72008254]
[0.3249029  0.14676776]	[-0.71716568  2.79989161]
[0.26362495 0.59655218]	[3.18628958 4.09914607]
[0.00133304 0.44946052]	[0.66615515 0.94038583]
[8.6335188e-01 8.2577933e-04]	[0.71129792 0.07400743]
[0.0381829  0.39502852]	[0.0466952  0.35524432]
[0.52655344 0.67722806]	[2.89981643 3.91754638]
[0.66124175 0.60520691]	[1.80194155 5.71053518]
[0.93207519 0.26819946]	[1.47377721 2.5574266 ]
[0.81208539 0.3163512 ]	[0.98389993 3.51763224]
[0.72711707 0.74816862]	[0.76877448 5.73513295]
[0.75351917 0.76919451]	[2.58623164 4.05097016]
[0.16996935 0.18124998]	[0.04064811 0.03996246]
[0.65106891 0.63827938]	[0.57562547 3.64230963]
[0.76047939 0.63078393]	[3.28568161 3.42982952]
[0.01387997 0.62482801]	[1.75804981 1.75723293]
[0.34922085 0.45820787]	[-0.19169326  1.57758079]
[0.96200052 0.82434218]	[1.98175239 5.0080501 ]
[0.57636535 0.6527713 ]	[2.44748726 4.52312523]
[0.27993029 0.47250295]	[1.49989621 1.4737592 ]
[0.24868336 0.96706392]	[0.51423724 4.57628403]
[0.31711964 0.72344837]	[2.05433826 4.86914328]
[0.00601891 0.74189874]	[1.38870955 2.41845196]
[9.64441421e-01 2.51690018e-04]	[1.81522895 2.81556912]
[0.16834217 0.54429656]	[1.33590592 2.12387388]
[0.13138094 0.41571346]	[1.46671073 1.5937473 ]
[0.21772794 0.8702739 ]	[1.38624974 6.29438096]
[0.67244947 0.78896936]	[3.801011   4.59303898]
[0.06183959 0.3170431 ]	[0.73563614 1.93207747]
[0.23609986 0.67390919]	[2.00874204 2.93335403]
[0.37421402 0.50177219]	[1.91558213 2.54080473]
[0.87078965 0.88156588]	[3.48081788 6.28618854]
[0.29807961 0.44966693]	[2.01214285 3.43686378]
[0.54868181 0.89725999]	[2.49802043 4.07084282]
[0.87554251 0.20626174]	[2.59913065 2.15650448]
[0.95071387 0.57030417]	[2.2885703  4.93397612]
[0.12572322 0.24886693]	[2.08613818 1.87108719]
[0.55681879 0.43733509]	[0.66226815 2.49813478]
[0.62317506 0.25474721]	[1.37340418 3.98067296]
[0.55351041 0.80074437]	[2.12961622 5.13818902]
[0.42175653 0.89517109]	[2.81809264 5.67762556]
[0.60731816 0.83855785]	[3.18492289 4.97015849]
[0.62756006 0.65124428]	[2.36380116 4.09314091]
[0.20735776 0.51069535]	[0.12064602 3.41691571]
[0.96354133 0.25985887]	[0.95778246 3.71835763]
[0.22078855 0.55187652]	[1.99437236 2.53091564]
[0.01104876 0.50963071]	[0.77215302 1.16631775]
[0.45851057 0.35402815]	[0.35394269 1.42448268]
[0.98428016 0.06826067]	[1.88289667 2.93014077]
[0.56398375 0.68849046]	[2.04500428 5.1455892 ]
[0.64504261 0.89163487]	[1.77154468 5.24450881]
[0.6081427  0.20702258]	[-0.0043614  4.2089837]
[0.83160446 0.19442481]	[0.78701292 2.98496795]
[0.02085477 0.09866403]	[-0.34047286  1.45314991]
[0.01007847 0.00314577]	[-0.31003795 -0.31750224]
[0.11933421 0.31078096]	[1.43774105 1.05997591]
[0.62495855 0.37007122]	[0.54927325 3.13046153]
[0.76849016 0.32149217]	[1.08633716 5.03789154]
[0.16041033 0.46847759]	[1.62606888 2.66961825]
[0.93424536 0.93319804]	[4.69692224 7.69479736]
[0.27466421 0.32547537]	[1.83667573 2.05178899]
[0.12891443 0.21385498]	[0.54308711 0.60697159]
[0.01395178 0.03692083]	[ 1.12485698 -0.41936716]
[0.20621829 0.10244347]	[-0.09990597  0.70462504]
[0.84810205 0.71674705]	[2.02911431 4.89932927]
[0.2033961  0.30105221]	[0.22931545 0.39168063]
[0.82075468 0.51751074]	[-0.43099448  3.46076359]
[0.45934589 0.17165956]	[1.02558758 1.1792891 ]
[0.51985587 0.94857928]	[2.41728893 5.53321847]
[0.8852449  0.66669696]	[2.4544651  6.40093959]
[0.63340865 0.27947016]	[1.72089226 3.98987842]
[0.91124993 0.05747308]	[0.15478624 3.37079325]
[0.98747732 0.51650303]	[3.85845795 4.51768004]
[0.43806289 0.85422929]	[1.42622755 4.20699671]
[0.44145557 0.53092373]	[0.72891596 4.39162448]
[0.40134161 0.54278848]	[0.9934959  2.25682118]
[0.47456653 0.8626867 ]	[1.22928655 4.85080135]
[0.57137895 0.73208565]	[2.07186915 3.95513862]
[0.65484636 0.04136475]	[0.88870643 2.09706823]
[0.59810217 0.67836022]	[1.71780321 4.57896017]
[0.701625   0.50791066]	[2.68443576 4.1043752 ]
[0.30313744 0.62157083]	[0.86298189 2.63515015]
[0.70354441 0.90419822]	[2.38739385 4.11367422]
[0.10976532 0.99020428]	[1.97016135 4.50172111]
[0.63444438 0.26649255]	[0.6678175  3.22128091]
[0.15708152 0.81576812]	[-0.52431784  2.6457691 ]
[0.66920692 0.30122293]	[1.7980256  3.25284172]
[0.46116084 0.65488977]	[1.75436652 5.50770083]
[0.24885065 0.86620831]	[2.99140626 5.0988164 ]
[0.25813493 0.52824702]	[0.62925844 3.77513481]
[0.72526269 0.37269976]	[0.9894086  2.95134537]
[0.96422961 0.2707291 ]	[1.48984671 4.59023596]
[0.22408174 0.26263571]	[1.63140826 0.88899556]
[0.81099956 0.70600367]	[3.04617565 5.37379899]
[0.80454612 0.0032883 ]	[1.3211542 2.6795103]
[0.18537417 0.52658391]	[1.22960049 0.46300084]
[0.97485497 0.6321596 ]	[1.31295149 6.25722088]
[0.36714342 0.9079782 ]	[3.42951475 5.35575182]
[0.60123019 0.16299621]	[1.41277137 2.29940442]
[0.56977241 0.33178675]	[-0.07894079  2.08499522]
[0.90162351 0.36148356]	[1.81039072 5.97607896]
[0.1096808 0.0927772]	[ 0.88150497 -0.41920083]
[0.06475108 0.25115267]	[ 1.33342637 -0.57358747]
[0.99672193 0.94221247]	[1.74213789 7.01273401]
[0.60721775 0.19807949]	[2.7775999  1.33513922]
[0.64749562 0.14646296]	[-0.02337574  3.17182492]
[0.84895087 0.11570163]	[-1.87338903  4.00693216]
[0.4299055  0.64369738]	[2.9285512  1.87198778]
[0.27321707 0.52183841]	[2.63415699 2.60137175]
[0.24904298 0.97503877]	[1.19436866 3.43924022]
[0.53082025 0.28868298]	[2.47439136 1.3245433 ]
[0.92231815 0.94351093]	[0.87501049 6.16179302]
[0.63838205 0.1455595 ]	[-0.40553572  0.97825055]
[0.71321247 0.58096252]	[2.55844451 4.74775504]
[0.38927797 0.10544808]	[1.69213332 2.13666725]
[0.88798316 0.0138647 ]	[3.05538974 4.37782661]
[0.48868302 0.582414  ]	[1.28346747 2.32435605]
[0.84920104 0.00141368]	[0.43835623 3.40577215]
[0.01019736 0.55138348]	[0.77084916 1.2064549 ]
[0.6073254  0.76222353]	[1.98936774 4.59516436]
[0.44587712 0.48822333]	[2.57292779 3.223642  ]
[0.08977444 0.03006664]	[ 0.34465266 -0.42432408]
[0.72204923 0.03299393]	[-0.06795313  0.67290556]
[0.45797062 0.5100664 ]	[2.27830492 4.83652266]
[0.28608774 0.13190873]	[0.18218374 0.23080345]
[0.26965757 0.04052829]	[0.07066858 1.94624663]
[0.715243   0.23438267]	[0.83330664 5.15774219]
[0.15369232 0.99334127]	[3.44640096 3.20886346]
[0.7090153  0.52502963]	[1.07263312 4.44386952]
[0.97210975 0.58106622]	[1.36201132 2.48536885]
[0.75570742 0.2225633 ]	[1.76223127 5.11362256]
[0.0880668  0.56066442]	[1.87527644 2.80146187]
[0.3587594  0.64622838]	[2.32456026 2.02707423]
[0.23485778 0.25649497]	[2.34512938 2.68678882]
[0.07505272 0.74105021]	[2.3229678  2.91889535]
[0.71957884 0.01589831]	[0.26326551 2.10996703]
[0.77524195 0.97606969]	[3.488337   5.48085795]
[0.58615029 0.59278308]	[0.67844742 5.26291488]
[0.20673175 0.36610141]	[1.46670525 0.36571719]
[0.34922726 0.13550175]	[-0.51418141  0.10237279]
[0.15378388 0.30900812]	[0.18871097 2.92333464]
[0.04561619 0.46559736]	[2.8086673  0.73740676]
[0.88702722 0.72885122]	[3.66422249 3.99454974]
[0.67405575 0.4849802 ]	[1.07839764 3.45532648]
[0.29331023 0.35561673]	[1.55117851 2.75094983]
[0.1261284  0.29513247]	[ 0.97526548 -0.84059942]
[0.11021467 0.82941198]	[1.2140209  2.97703847]
[0.91232076 0.22500976]	[1.46345426 3.21890092]
[0.23260885 0.21581258]	[1.25816203 2.14999334]
[0.32637627 0.15926424]	[0.5427703 1.484204 ]
[0.30187598 0.99990009]	[0.18522627 3.62975906]
[0.04969263 0.1604927 ]	[1.16579536 3.03579681]
[0.03161146 0.57821403]	[1.40449855 1.21787515]
[0.97018605 0.20387278]	[1.29310661 3.1009976 ]
[0.15140918 0.05107916]	[0.40524797 0.43548868]
[0.63028372 0.16900853]	[1.72953837 2.56315215]
[0.34582262 0.15187325]	[1.73580026 0.62182965]
[0.34663818 0.60499812]	[0.53479077 3.71140858]
[0.87235144 0.9218568 ]	[1.42094286 6.1017702 ]
[0.86772593 0.34122885]	[2.25241784 2.47570203]
[0.91022265 0.76284792]	[2.19162673 4.7784769 ]
[0.73669435 0.44676304]	[1.72555532 4.41470295]
[0.51033562 0.74510157]	[1.28981925 4.72521648]
[0.16545371 0.80975514]	[2.40085232 4.80316183]
[0.77310479 0.90354051]	[1.04686339 6.4758921 ]
[0.33575534 0.9418031 ]	[0.79500156 4.87762753]
[0.93713521 0.57833511]	[2.88488283 4.48257012]
[0.75332958 0.49611683]	[0.19973795 4.35237896]
[0.21033922 0.40214296]	[1.87018211 2.62472767]
[0.86140617 0.54562908]	[2.851904  6.4972143]
[0.94783379 0.53065097]	[1.44458761 6.00505909]
[0.83317542 0.20141167]	[2.2570483 3.0177061]
[0.84543377 0.61113342]	[2.00770644 5.09049031]
[0.85325245 0.09097631]	[1.26867337 3.1954919 ]
[0.52951904 0.89015889]	[2.41997956 5.2908331 ]
[0.36901043 0.58321101]	[1.99256446 1.89079661]
[0.50223799 0.19701256]	[0.58905159 3.46958423]
[0.9440978  0.87805472]	[1.47387036 4.99402113]
[0.94240344 0.60469946]	[1.98427883 4.90603241]
[0.90430765 0.6193282 ]	[2.08801126 5.23857628]
[0.79017188 0.47454797]	[2.88133276 5.6806725 ]
[0.10356156 0.31564212]	[1.81068623 1.84509484]
[0.69862241 0.08886287]	[ 0.34580984 -0.13322509]
[0.41962378 0.42407948]	[0.36243985 2.84701944]
[0.8236907  0.55825973]	[2.31833958 5.04063016]
[0.15983921 0.25264937]	[1.66199093 1.53968206]
[0.00068151 0.01706112]	[0.32097627 2.63003587]
[0.8938005  0.59886854]	[1.50647729 5.92442554]
[0.17230691 0.96946555]	[2.79981268 3.24342465]
[0.61631792 0.5834455 ]	[1.79452931 3.92087838]
[0.69813782 0.48075033]	[3.33892602 3.033284  ]
[0.65088889 0.23230697]	[0.50630103 2.98803728]
[0.33275321 0.02104889]	[ 2.17625737 -0.16090466]
[0.7920323  0.37135451]	[2.0195456  2.43160437]
[0.08417524 0.46011363]	[1.49043063 2.20230939]
[0.50691742 0.61047539]	[1.88899102 2.12526479]
[0.20236721 0.75497546]	[2.59566304 5.0605555 ]
[0.98619828 0.01373358]	[0.86044149 1.92363225]
[0.3844646  0.35059527]	[1.87455139 3.47244073]
[0.19404102 0.33082249]	[-0.33603432  1.88527388]
[0.21031539 0.8042407 ]	[0.43481033 1.73029773]
[0.32459676 0.49675195]	[1.10636141 2.02885334]
[0.84358198 0.48438082]	[1.79419624 3.70689769]
[0.72276663 0.26959408]	[0.71916939 4.2698847 ]
[0.34946556 0.88633013]	[2.0090812  3.17895695]
[0.95089578 0.14443734]	[1.08929519 4.24972207]
[0.60293849 0.66683339]	[2.64479535 5.33187219]
[0.04064338 0.30278307]	[0.05636993 1.30138848]
[0.73983946 0.43910393]	[2.22169634 5.1019517 ]
[0.2810002  0.76363763]	[2.78305858 3.2526307 ]
[0.23553182 0.29421658]	[1.3581708  0.84357893]
[0.76339712 0.88355861]	[2.69954624 4.92504683]
[0.20935534 0.64239506]	[2.03413539 5.00247283]
[0.19108464 0.5494678 ]	[1.8943377  4.20301863]
[0.85739038 0.79715118]	[1.9051402  5.02983353]
[0.25479826 0.30189622]	[1.93490001 0.83194472]
[0.4519244 0.3684074]	[1.21812909 2.31222408]
[0.06722842 0.7309957 ]	[0.69181932 1.67650948]
[0.36543255 0.82862325]	[1.66071547 4.79867139]
[0.65433991 0.9971454 ]	[3.88007224 7.2800194 ]
[0.25254986 0.06355059]	[0.72069897 1.57344487]
[0.1682159  0.95291072]	[1.70187946 4.90790404]
[0.310598   0.55128092]	[2.34061293 0.95028725]
[0.63064489 0.48166644]	[0.38134222 4.36632676]
[0.37204059 0.35132905]	[0.28471329 1.37073632]
[0.69847227 0.75602052]	[1.49971512 4.13392927]
[0.86686381 0.51017596]	[0.33834716 4.12659498]
[0.02333739 0.05822873]	[ 0.15850426 -1.69577433]
[0.5151824  0.77659506]	[0.8638214  6.12518343]
[0.41398493 0.15719801]	[2.26366133 3.01137937]
[0.09618768 0.00610402]	[0.15576011 0.89195529]
[0.3341075  0.60350018]	[0.37704009 4.11338698]
[0.90098661 0.58562946]	[0.9554071  5.61386413]
[0.60942741 0.13950311]	[-0.16397491  1.80389495]
[0.09548083 0.33843644]	[0.55756733 0.2150249 ]
[0.17269374 0.23593901]	[1.0063703  0.30998099]
[0.89191173 0.61655397]	[0.91893016 5.93726137]
[0.14310777 0.01653389]	[-0.15522734 -0.31949364]
[0.1555231  0.06337747]	[-0.31105887  0.36443423]
[0.13939219 0.46392427]	[0.18516229 2.80677272]
[0.06318057 0.64358815]	[0.00433059 3.53971156]
[0.40371601 0.58201685]	[2.63843908 4.98443892]
[0.82983251 0.19493284]	[1.86386582 1.40494007]
[0.99490036 0.34546818]	[0.57748384 3.17868326]
[0.01953056 0.20812392]	[0.39545238 2.04858938]
[0.84877235 0.64984102]	[1.7606334  8.30285108]
[0.29886394 0.25515472]	[1.48712536 1.19827207]
[0.19354703 0.1947745 ]	[2.69389572 1.23748589]
[0.37336628 0.25913806]	[0.94344006 3.23548213]
[0.26752571 0.49557351]	[1.08171088 2.79275407]
[0.44454934 0.77940881]	[2.08331872 4.12380679]
[0.91841825 0.47301469]	[1.51522661 5.16555398]
[0.0462339  0.49053174]	[ 0.36526966 -0.86654203]
[0.70400352 0.17471067]	[0.89104443 2.44115864]
[0.28523353 0.23045364]	[1.45284023 1.4074965 ]
[0.33432767 0.64767098]	[3.00568526 2.56563786]
[0.27193203 0.55741946]	[0.82792369 3.0770173 ]
[0.73936696 0.7727802 ]	[1.36819656 3.83726817]
[0.99483102 0.44600037]	[1.78867702 4.26788997]
[0.92907572 0.97649182]	[4.15032394 5.72355083]
[0.69723031 0.44212415]	[2.07808263 2.55230121]
[0.55285595 0.24596035]	[2.40251419 4.29043567]
[0.50428141 0.93071107]	[1.64428491 5.49380398]
[0.657789   0.67887351]	[1.74126017 4.27417662]
[0.03665041 0.21462615]	[-0.2655301   1.40760776]
[0.01269201 0.88319234]	[2.02011545 6.12350599]
[0.48348901 0.65465457]	[0.9733529  4.97450504]
[0.50613525 0.88953494]	[2.16829787 4.50425331]
[0.97151131 0.21729237]	[2.36069608 4.65978487]
[0.54216229 0.17904571]	[0.11041597 2.65290258]
[0.96940411 0.9089997 ]	[3.57285353 6.65483506]
[0.30167498 0.57807779]	[1.85625637 2.5635948 ]
[0.79597315 0.66614787]	[2.47228009 4.12470754]
[0.36386263 0.97135929]	[2.11720771 5.9151201 ]
[0.83333613 0.96921385]	[3.01411871 6.35544241]
[0.64750577 0.18265146]	[1.88763798 3.42017525]
[0.93746945 0.53060285]	[0.95366595 4.26586187]
[0.52010232 0.70930194]	[0.50200095 5.35704837]
[0.88260602 0.8554896 ]	[2.83048772 5.48364232]
[0.26260234 0.67261237]	[1.61164685 3.73317534]
[0.56129715 0.30197084]	[2.91350876 2.17966944]
[0.97198959 0.68461572]	[1.00523911 5.93921375]
[0.51403279 0.46388202]	[2.36822055 2.58219612]
[0.69974259 0.49136967]	[2.42420925 3.93437016]
[0.45438954 0.77142526]	[1.74530311 3.66997441]
[0.460452   0.39570162]	[0.49716869 4.14369679]
[0.16222013 0.1408647 ]	[-0.92008625  0.05166267]
[0.64679016 0.43782679]	[0.84271942 6.59356043]
[0.50238282 0.29358163]	[1.09428557 2.08954009]
[0.6934802  0.04237962]	[0.42732501 2.55900603]
[0.2662222  0.71905881]	[0.42694911 3.28389524]
[0.74293589 0.22855023]	[0.90522363 2.88076759]
[0.68685051 0.93201853]	[1.7591258  5.33618186]
[0.19396128 0.39610277]	[0.13092687 4.31027497]
[0.23216977 0.08902037]	[-0.60704021  1.12602213]
[0.22446494 0.17385389]	[1.13600284 2.00531928]
[0.88923007 0.40040849]	[1.33175257 3.46234209]
[0.48297262 0.62890014]	[3.5592217  3.02868738]
[0.69066117 0.47742024]	[1.96906128 5.05910055]
[0.82657679 0.22807686]	[1.63474762 3.20572183]
[0.75410475 0.34658887]	[2.59814789 3.34826216]
[0.50147379 0.71018141]	[1.52646419 4.04551024]
[0.95598112 0.73957121]	[2.16868877 7.87871073]
[0.07346908 0.58378131]	[1.38016521 1.26953059]
[0.0117788 0.4781961]	[1.77911347 3.1201873 ]
[0.57630326 0.54879853]	[0.84117168 3.09277011]
[0.25627794 0.52714297]	[3.19109631 2.31459971]
[0.51556567 0.43342765]	[1.09090967 3.76546856]
[0.35642811 0.8397325 ]	[1.92857903 2.6812775 ]
[0.99712397 0.59675492]	[1.77914949 4.54171386]
[0.92618366 0.57613632]	[2.88653644 4.90796786]
[0.3482563  0.66085409]	[2.12570738 4.19140116]
[0.9102366 0.543382 ]	[2.31770025 4.01464278]
[0.39866251 0.42292886]	[2.39528244 0.87296718]
[0.57869762 0.60324247]	[2.81499025 3.20747149]
[0.50691393 0.9921504 ]	[2.39525465 7.35267153]
[0.33848467 0.61247177]	[1.83857163 2.97730523]
[0.68842611 0.75882929]	[2.73064735 4.4821042 ]
[0.17639524 0.03719634]	[0.04108133 0.24999186]
[0.73015381 0.83932629]	[3.72242571 3.63449863]
[0.62842466 0.79797778]	[1.14517194 5.29823522]
[0.66773371 0.20263079]	[-0.22984777  4.37756937]
[0.54953481 0.86128702]	[1.80729889 5.40903343]
[0.48093311 0.10226251]	[0.56641536 2.21510449]
[0.77493242 0.40351006]	[1.05720554 4.46973338]
[0.84658236 0.89065256]	[3.02995708 7.09402939]
[0.15484369 0.79241612]	[2.7668088  3.00291071]
[0.00876126 0.6618841 ]	[2.55524536 1.55269103]
[0.60223745 0.3059799 ]	[1.31381242 2.84029963]
[0.542159   0.84495418]	[3.24392916 3.88392169]
[0.65653648 0.27246048]	[0.88448879 4.06926671]
[0.83264066 0.28718708]	[1.23569392 4.87315082]
[0.02461557 0.90270218]	[1.59930531 2.61318374]
[0.8529282  0.36795089]	[-0.03737747  3.24113615]
[0.77713375 0.33421066]	[0.94745773 2.45795491]
[0.63470578 0.4340648 ]	[1.52593606 5.03010107]
[0.91963085 0.48952426]	[2.67843748 4.66055146]
[0.07857301 0.08766116]	[0.86366458 0.09477466]
[0.90772797 0.29485936]	[2.64580265 4.55962893]
[0.36926565 0.95780399]	[2.0670588 5.0303328]
[0.25582745 0.80035264]	[4.04522024 4.73329077]
[0.65168538 0.44098877]	[2.4082746  2.56000058]
[0.72830984 0.70903906]	[1.19252206 6.34743739]
[0.65283599 0.2505443 ]	[-0.2302232   1.92088811]
[0.67505635 0.48765353]	[2.11485401 4.79950818]
[0.05471922 0.93971177]	[2.92971184 3.15496921]
[0.74569389 0.00356279]	[1.5370636  1.44900413]
[0.91414455 0.48506227]	[2.06130493 4.79427655]
[0.75530885 0.22285611]	[-0.17857897  2.61421219]
[0.19194019 0.8149927 ]	[2.44717376 4.58024201]
[0.1720224  0.91578143]	[1.74344985 4.36250287]
[0.13490866 0.81995957]	[2.08641944 4.03010915]
[0.68932768 0.32476386]	[2.04975474 2.37897613]
[0.68241522 0.18379009]	[1.13522353 2.2897446 ]
[0.34317041 0.09082523]	[1.38952937 0.0379595 ]
[0.10052639 0.60912928]	[0.30276587 3.98294059]
[0.9219575  0.79045245]	[3.81026717 5.22442509]
[0.0770083  0.01663688]	[ 0.95707348 -0.60849036]
[0.61678557 0.44797528]	[3.45025128 3.45938691]
[0.22019116 0.46094022]	[0.05946657 2.2847153 ]
[0.84143455 0.69870148]	[3.69709861 5.6871321 ]
[0.05459965 0.34178721]	[1.1955613  1.55483604]
[0.4436129  0.72953842]	[0.66791453 4.88704734]
[0.51265063 0.72779515]	[2.15056164 4.7736392 ]
[0.58005851 0.0964069 ]	[1.70796864 4.49074188]
[0.21129589 0.55794825]	[0.41406901 4.17142939]
[0.57119873 0.54260594]	[-0.11288447  3.61093884]
[0.54923016 0.88444317]	[1.23898734 3.70834246]
[0.09035908 0.56281242]	[2.69966639 3.05329674]
[0.87598787 0.47669086]	[1.88040702 4.74410753]
[0.04558272 0.93462691]	[1.4921942  3.09333847]
[0.21029534 0.48584111]	[1.50647772 2.63173863]
[0.91480142 0.18704129]	[2.2992759  4.07061017]
[0.3479651  0.70252562]	[1.84953222 3.78242069]
[0.52752823 0.30713398]	[1.09201286 4.80280471]
[0.69344708 0.54328031]	[2.28184708 6.43591893]
[0.28812465 0.9745086 ]	[2.43779851 3.38335169]
[0.2603009  0.42280223]	[2.59359584 2.72298093]
[0.47817834 0.88661982]	[1.3619259  3.92463889]
[0.39095579 0.46830327]	[0.4083885  2.01298413]
